season,team_id,scoring_consistency,fg3_volatility,fg3_reliance,to_rate,to_volatility,n_games
2008,1102,0.18010424270623962,0.1210440381103931,0.36807787241066625,12.678571428571429,4.009743424215859,28
2008,1103,0.15618771771019005,0.11312961482135732,0.35106268713062816,12.757575757575758,3.9845820281924103,33
2008,1104,0.16487193778641815,0.13907759840938672,0.2754815536263212,13.0,4.743416490252569,33
2008,1105,0.17941418908544837,0.09163385668066118,0.2846905177958112,16.03846153846154,4.247171004146352,26
2008,1106,0.16964490439728308,0.1437865233133144,0.2683499313294433,13.222222222222221,4.909436230624053,27
2008,1107,0.11142201972830171,0.1452908227775259,0.25068859100028024,14.266666666666667,3.795944599477033,30
2008,1108,0.10529420205562967,0.09617891228345836,0.27079931701457727,17.17241379310345,5.113490319853116,29
2008,1110,0.14434274007079123,0.12451131470635807,0.36147709901120123,13.625,4.323603634365294,32
2008,1111,0.17714086690593953,0.12308391740140073,0.31123752142711303,15.133333333333333,4.980882994238959,30
2008,1112,0.14569362359724794,0.11480747175455053,0.276757431534555,12.21875,4.345812778949114,32
2008,1113,0.21194110201342273,0.12236048723238756,0.3147062455411614,12.774193548387096,2.8367784241912495,31
2008,1114,0.18006701029122746,0.11526503453719185,0.25116503289522024,16.517241379310345,4.453094346753024,29
2008,1115,0.18064632145406334,0.1243592596840864,0.26733001840784537,13.931034482758621,5.437508847170198,29
2008,1116,0.1443527460331246,0.1405073082338407,0.23722604939634437,15.454545454545455,4.861139971054302,33
2008,1117,0.14762687601167765,0.12665362204050098,0.29751645086212186,13.857142857142858,3.566451558563038,28
2008,1119,0.16849502502413738,0.13574754007427758,0.23605308385622517,15.933333333333334,4.600849496772745,30
2008,1120,0.13657265829552778,0.10212694637853441,0.32081873305601627,13.6,4.03091501548581,30
2008,1122,0.1728661313205005,0.10818797080805931,0.31341459003067235,12.735294117647058,3.9104275789569836,34
2008,1123,0.16218058748121186,0.15942217865289202,0.2236336102329373,12.166666666666666,4.4495899333211195,30
2008,1124,0.17113582297925775,0.1193277222089012,0.3156036681642138,12.6,4.319961685653848,30
2008,1125,0.12108074851938234,0.06510786854112102,0.3972799190059176,14.90625,4.467512658609789,32
